batch_id,machine_id,shift,operator_experience_years,melt_temperature_c,mold_temperature_c,injection_pressure_bar,injection_speed_mm_s,screw_speed_rpm,back_pressure_bar,hold_pressure_bar,hold_time_s,cooling_time_s,cycle_time_s,material_moisture_pct,ambient_humidity_pct,part_weight_g,defect,defect_type
B100917,M1,Evening,13.2,216.7,66.13,125.81,77.53,105.6,20.12,73.59,7.48,15.62,29.41,0.005,58.55,49.958,0,none
B100918,M2,Evening,11.6,233.78,63.95,140.89,27.54,106.2,10.64,66.32,6.07,15.04,25.37,0.005,55.92,51.135,0,none
B100919,M3,Evening,6.9,232.89,55.75,127.75,61.31,112.7,21.7,67.42,5.99,24.89,36.95,0.005,68.75,50.663,0,none
B100920,M1,Day,2.4,237.72,79.83,135.4,52.69,107.1,10.17,65.79,6.87,19.61,32.44,0.0685,71.41,50.27,1,short_shot
B100921,M4,Night,13.1,228.5,51.35,136.64,31.14,141.3,6.82,67.02,8.16,19.53,34.88,0.019,29.73,50.222,0,none
B100922,M3,Day,5.5,253.86,38.93,104.72,39.94,126.8,14.17,75.03,5.34,20.6,31.78,0.1084,61.59,50.576,0,none
B100923,M3,Night,2.6,236.61,40.85,126.59,51.48,129.8,18.94,46.92,6.28,13.27,25.37,0.015,47.77,49.395,0,none
B100924,M1,Day,0.0,237.33,69.74,134.93,60.88,135.3,17.16,73.46,7.77,22.88,38.51,0.0247,55.49,50.905,1,short_shot
B100925,M2,Evening,4.4,236.97,54.23,113.46,75.12,117.7,18.65,59.58,6.5,16.8,28.23,0.0587,57.78,49.155,0,none
B100926,M1,Evening,1.2,245.03,56.59,108.14,65.32,94.5,17.24,65.93,2.5,15.78,25.07,0.158,57.36,49.44,1,burn_mark
B100927,M5,Night,4.5,240.76,49.57,127.96,74.21,165.1,10.72,51.26,4.43,9.93,20.42,0.0318,60.0,49.781,0,none
B100928,M3,Day,10.0,239.42,50.47,97.78,60.4,143.2,17.07,65.7,6.63,13.99,26.12,0.0626,44.4,48.801,0,none
B100929,M4,Night,5.5,242.36,47.13,103.68,49.43,160.3,14.37,73.33,4.9,7.17,17.42,0.1416,40.47,49.454,0,none
B100930,M2,Evening,8.4,216.75,59.71,110.0,57.24,145.9,11.16,75.49,7.66,14.76,29.78,0.0747,61.87,48.978,0,none
B100931,M2,Evening,4.1,217.13,54.03,126.76,70.43,108.5,14.72,55.76,8.29,13.12,27.87,0.0249,41.28,49.78,0,none
B100932,M2,Evening,7.3,234.24,59.35,123.28,75.49,61.3,13.77,74.91,4.61,14.01,25.22,0.005,68.61,50.026,0,none
B100933,M4,Day,14.7,233.02,58.39,135.49,57.78,89.3,19.66,83.68,3.95,9.07,19.91,0.0527,42.36,50.736,1,warpage
B100934,M4,Evening,5.6,240.8,50.74,106.17,46.06,135.9,11.94,64.08,4.96,19.52,30.82,0.0367,46.19,49.672,1,short_shot
B100935,M1,Day,8.5,235.2,40.41,105.37,65.03,117.5,11.75,70.01,4.87,18.96,28.77,0.1046,48.1,49.508,0,none
B100936,M5,Day,0.7,240.82,39.54,127.86,67.17,109.5,11.21,45.18,7.8,24.45,36.68,0.0298,34.59,49.586,0,none
B100937,M1,Evening,13.1,222.54,85.0,108.02,78.49,57.6,21.59,59.24,3.95,24.31,35.79,0.0151,34.62,49.388,1,burn_mark
B100938,M5,Evening,5.1,234.89,69.78,110.95,49.82,119.7,11.43,73.25,6.61,16.78,29.6,0.1809,59.12,49.276,0,none
B100939,M1,Day,11.2,221.59,68.4,92.15,49.98,93.0,19.19,81.47,7.58,21.12,34.78,0.0638,32.8,48.788,0,none
B100940,M2,Day,6.5,238.87,48.25,124.36,71.34,101.9,9.87,62.81,6.73,17.31,31.84,0.0643,75.0,50.407,0,none
B100941,M4,Day,9.4,216.22,55.1,143.12,53.89,141.3,16.03,102.03,6.15,13.86,24.95,0.0348,49.06,51.207,0,none
B100942,M1,Day,9.7,238.48,46.85,104.56,53.25,94.3,15.05,73.77,5.26,14.61,23.34,0.0641,39.71,49.023,0,none
B100943,M2,Evening,5.2,220.31,41.88,135.33,78.81,96.7,18.93,54.72,8.27,19.19,31.66,0.082,54.2,49.857,0,none
B100944,M2,Day,11.4,231.16,49.11,119.11,39.43,124.6,18.35,85.45,5.13,32.0,42.6,0.0371,25.38,49.874,0,none
B100945,M1,Night,4.0,243.95,68.26,93.52,90.84,141.8,14.33,54.96,6.92,21.83,34.87,0.027,46.66,49.186,0,none
B100946,M4,Day,10.1,237.27,63.41,106.58,50.81,109.9,11.85,73.94,5.26,17.23,29.89,0.0354,47.95,50.124,0,none
B100947,M5,Day,5.4,218.54,45.3,105.65,73.0,156.7,20.5,58.85,2.74,18.42,28.0,0.0372,37.34,49.704,0,none
B100948,M5,Night,8.4,228.28,51.85,115.25,58.37,88.0,11.45,53.71,5.1,18.37,26.91,0.0101,43.68,49.343,0,none
B100949,M2,Day,5.2,219.99,62.49,126.29,64.07,83.6,4.93,81.55,5.27,15.55,29.61,0.0899,65.26,49.728,1,burn_mark
B100950,M3,Evening,7.2,218.05,49.29,147.73,56.06,81.5,6.57,66.88,5.28,19.78,30.66,0.005,51.83,50.366,1,burn_mark
B100951,M1,Night,2.7,236.18,55.8,98.53,72.85,78.7,7.54,90.71,4.51,15.22,26.96,0.1007,53.99,49.478,0,none
B100952,M1,Night,8.0,240.6,59.02,112.73,54.79,128.4,16.38,57.78,6.44,10.94,23.93,0.0923,42.13,49.809,0,none
B100953,M1,Evening,7.2,239.41,58.91,106.56,51.41,95.6,22.86,51.28,6.61,18.41,31.02,0.0917,36.77,48.733,1,burn_mark
B100954,M5,Day,4.8,241.03,57.54,100.98,87.2,84.7,5.84,64.24,5.04,19.08,29.88,0.0617,47.59,49.131,0,none
B100955,M5,Evening,6.8,234.88,48.46,121.43,60.44,129.5,10.87,104.69,5.03,15.27,25.19,0.0988,25.42,50.375,0,none
B100956,M4,Night,7.5,232.27,49.49,120.02,49.86,140.6,14.36,80.01,3.92,17.55,26.19,0.0876,39.03,50.082,1,short_shot
B100957,M3,Night,4.5,224.27,43.66,92.79,37.65,146.3,20.18,76.65,5.88,20.8,32.52,0.0099,37.48,49.863,1,burn_mark
B100958,M2,Day,6.5,230.6,39.39,120.27,87.98,141.9,10.85,77.04,7.57,15.74,27.92,0.0358,29.61,50.154,1,burn_mark
B100959,M3,Day,3.0,221.79,53.85,101.92,51.72,97.0,16.36,64.18,7.57,13.76,28.98,0.113,56.49,49.481,1,burn_mark
B100960,M3,Day,16.4,226.55,63.16,120.18,90.93,126.9,13.0,102.75,4.6,12.45,23.15,0.0697,48.69,50.447,0,none
B100961,M2,Day,11.2,235.89,41.2,139.04,65.98,132.4,24.43,75.5,8.49,14.73,31.31,0.005,43.8,50.542,0,none
B100962,M1,Evening,8.1,233.82,57.73,126.95,62.14,108.1,14.58,74.37,4.96,23.67,34.2,0.097,56.71,50.24,0,none
B100963,M1,Day,11.7,265.0,62.85,122.66,62.55,124.1,15.42,81.82,3.98,15.01,24.39,0.0316,33.56,50.19,1,burn_mark
B100964,M5,Day,0.0,221.54,36.63,112.07,93.24,88.7,14.34,54.72,3.46,17.8,27.85,0.0191,36.56,48.49,1,burn_mark
B100965,M2,Day,0.0,233.75,52.29,121.0,27.12,104.3,12.34,59.45,3.89,14.38,24.0,0.1684,61.17,50.173,0,none
B100966,M5,Evening,5.4,220.76,71.46,128.45,63.22,129.3,17.8,67.05,6.0,13.95,26.92,0.0355,72.81,49.557,0,none
B100967,M1,Day,1.5,231.12,60.52,126.96,56.02,157.7,9.36,81.9,5.11,11.6,24.16,0.005,56.84,50.67,1,warpage
B100968,M3,Evening,6.1,231.53,36.3,118.51,56.8,148.8,5.99,54.42,4.55,16.5,28.15,0.0744,54.72,49.606,0,none
B100969,M1,Day,7.8,243.45,61.58,123.26,62.24,136.5,13.4,69.19,4.23,13.41,25.01,0.0228,44.18,50.082,1,burn_mark
B100970,M2,Night,10.7,230.5,47.52,100.25,56.01,122.0,17.26,67.49,3.87,22.37,33.06,0.0691,44.41,49.118,0,none
B100971,M1,Day,2.4,233.09,61.91,108.98,62.82,118.1,11.68,51.11,4.17,15.46,25.08,0.031,52.27,49.393,0,none
B100972,M1,Evening,8.6,230.7,48.1,130.61,59.65,83.8,14.75,63.89,7.02,15.78,29.94,0.005,63.73,50.372,0,none
B100973,M5,Day,7.1,220.99,54.47,132.63,40.3,99.1,9.12,76.51,8.21,15.1,30.0,0.005,54.27,50.188,0,none
B100974,M2,Day,8.4,228.48,49.62,121.4,65.72,99.9,18.25,52.2,8.3,17.86,31.54,0.1011,59.58,49.348,0,none
B100975,M3,Day,4.9,231.18,55.03,142.18,70.74,134.4,16.61,86.94,6.53,23.45,35.49,0.0205,40.84,50.774,1,short_shot
B100976,M2,Day,12.5,235.74,49.33,127.62,51.87,143.6,14.08,75.62,4.76,10.8,21.47,0.0868,56.17,50.546,0,none
B100977,M2,Day,6.6,240.59,52.76,116.5,88.02,138.4,14.67,74.15,4.5,17.39,29.0,0.005,43.29,49.89,0,none
B100978,M3,Evening,14.1,232.65,43.24,101.7,80.03,149.6,8.43,70.1,6.63,8.16,20.91,0.0185,51.4,49.182,1,short_shot
B100979,M1,Evening,3.8,232.48,59.91,141.58,72.66,121.8,8.6,56.89,5.13,22.12,33.24,0.0424,56.16,50.469,0,none
B100980,M5,Day,10.0,217.79,56.75,131.55,72.48,95.4,13.51,62.2,6.12,15.46,27.42,0.034,44.69,49.76,0,none
B100981,M4,Evening,6.8,240.4,38.83,146.97,60.45,118.8,16.05,74.34,8.4,8.53,22.57,0.0263,39.83,50.484,1,short_shot
B100982,M4,Evening,5.7,228.04,64.93,152.5,77.12,101.9,16.26,62.18,5.83,9.62,20.28,0.0244,53.63,51.011,1,short_shot
B100983,M2,Day,9.5,242.47,53.24,100.7,83.56,136.4,12.55,72.26,8.92,20.07,35.78,0.0474,48.65,49.686,0,none
B100984,M1,Day,5.8,248.16,56.62,100.73,72.12,111.0,16.98,59.21,3.81,7.68,16.47,0.005,51.36,48.801,1,short_shot
B100985,M5,Day,0.0,233.12,62.65,77.05,51.45,117.5,19.68,75.42,6.17,17.39,29.63,0.005,56.57,48.94,0,none
B100986,M2,Day,0.0,224.77,58.28,133.78,59.4,137.3,13.65,76.31,5.97,13.86,25.42,0.0535,63.07,50.847,1,burn_mark
B100987,M1,Evening,12.1,234.83,66.65,129.85,68.61,101.5,15.24,50.47,4.02,15.03,25.82,0.0551,56.63,49.71,0,none
B100988,M2,Night,11.9,238.49,52.07,121.47,72.57,144.1,13.17,70.81,6.7,12.63,24.99,0.1087,55.32,50.257,1,warpage
B100989,M4,Night,14.5,231.84,65.34,101.61,58.84,86.3,13.49,51.74,7.8,11.24,24.03,0.0717,45.0,49.436,0,none
B100990,M3,Night,6.9,229.36,56.23,118.66,51.5,127.7,14.68,47.67,8.8,13.56,29.36,0.005,46.53,49.608,0,none
B100991,M4,Evening,1.8,240.64,60.08,122.77,83.76,117.7,20.81,62.87,6.12,18.86,30.15,0.005,54.55,50.538,0,none
B100992,M4,Day,5.3,239.98,59.04,131.74,43.92,140.7,17.66,103.56,2.65,14.54,23.34,0.1209,46.37,51.486,0,none
B100993,M1,Day,7.0,231.54,67.41,124.09,45.88,85.6,17.3,79.3,6.22,18.11,31.6,0.0226,54.5,50.434,1,short_shot
B100994,M5,Day,3.0,218.46,62.21,129.96,40.09,81.7,12.19,86.71,6.61,14.79,26.67,0.0765,41.84,50.525,1,burn_mark
B100995,M2,Day,13.6,239.56,50.57,118.14,45.85,138.8,10.41,77.3,5.15,19.06,30.1,0.005,69.29,50.284,0,none
B100996,M3,Day,16.0,227.33,48.59,137.72,78.71,110.2,15.56,72.47,5.82,18.07,29.47,0.0656,51.94,50.081,0,none
B100997,M1,Evening,8.9,237.14,54.5,129.48,79.21,117.7,18.97,80.74,4.77,13.3,24.2,0.0087,51.28,49.949,0,none
B100998,M5,Day,7.0,236.51,47.4,102.2,58.89,103.5,20.89,62.33,5.3,11.23,22.46,0.2116,45.17,49.031,1,burn_mark
B100999,M2,Day,1.8,216.11,44.48,140.84,67.44,142.8,4.19,75.65,7.03,20.78,34.72,0.053,69.13,50.33,0,none
B101000,M1,Evening,13.2,235.81,33.72,138.38,59.84,127.5,23.79,84.13,7.58,11.93,24.9,0.0721,37.47,51.129,1,short_shot
B101001,M2,Day,7.3,240.15,39.51,126.98,42.12,126.0,15.67,78.39,3.59,18.5,29.37,0.0728,42.97,50.748,1,short_shot
B101002,M1,Night,5.8,241.37,74.85,124.21,93.27,90.8,17.64,84.91,4.73,16.16,28.49,0.03,58.54,50.247,0,none
B101003,M1,Day,8.9,236.17,48.43,144.88,80.62,132.5,7.04,72.19,3.12,13.68,23.06,0.077,52.4,51.344,0,none
B101004,M3,Evening,4.7,215.23,74.03,95.5,65.32,95.2,13.05,90.3,8.26,18.15,31.61,0.005,44.23,49.91,1,burn_mark
B101005,M2,Day,7.6,247.77,59.03,138.62,47.16,103.5,17.29,67.5,6.81,22.84,35.6,0.0109,44.52,50.509,0,none
B101006,M5,Evening,1.2,239.11,54.5,112.86,56.63,85.9,9.3,95.41,2.5,19.13,27.5,0.0569,47.09,50.636,0,none
B101007,M2,Day,11.3,222.97,39.99,136.43,49.61,116.1,3.0,76.88,5.4,16.65,29.82,0.0332,51.02,50.138,0,none
B101008,M4,Day,6.6,227.12,55.05,121.81,61.46,146.6,15.34,65.39,5.07,24.11,35.08,0.1934,65.54,49.923,1,burn_mark
B101009,M2,Evening,11.6,237.31,73.92,101.36,64.65,125.7,13.8,55.85,4.37,7.63,19.38,0.2095,56.05,48.665,1,burn_mark
B101010,M3,Day,6.2,241.8,70.58,112.55,54.88,109.0,19.77,60.3,7.05,10.44,23.6,0.005,60.23,49.523,0,none
B101011,M3,Day,6.5,230.12,57.74,135.33,38.18,122.7,13.36,58.49,7.02,13.68,26.74,0.0678,45.66,50.593,0,none
B101012,M2,Night,2.2,243.26,43.51,116.85,91.98,122.6,13.65,68.94,5.9,23.1,34.65,0.0244,55.16,49.529,0,none
B101013,M5,Day,10.0,217.07,45.43,110.68,63.56,121.7,16.79,54.71,4.54,20.71,30.99,0.0728,34.45,48.732,0,none
B101014,M2,Evening,3.5,224.58,46.47,110.58,66.85,124.4,18.13,85.51,4.55,7.42,18.86,0.1695,51.82,49.562,1,burn_mark
B101015,M1,Evening,5.1,214.36,67.78,129.63,53.66,94.0,11.17,71.33,5.57,13.82,24.65,0.0641,51.18,49.739,0,none
B101016,M3,Day,7.0,226.03,71.32,146.26,36.57,122.7,17.78,70.84,4.81,9.38,21.15,0.005,68.21,51.049,1,short_shot
B101017,M4,Evening,7.5,250.08,56.96,87.89,58.75,76.1,11.91,56.02,5.49,15.8,28.73,0.0123,65.58,49.417,1,short_shot
B101018,M1,Day,0.2,255.58,51.97,162.01,55.15,134.4,14.07,60.77,6.34,20.51,32.25,0.0307,47.42,51.364,1,burn_mark
B101019,M2,Evening,6.1,237.35,70.49,123.06,70.64,92.4,16.68,43.36,3.2,20.88,31.29,0.0073,41.83,49.848,0,none
B101020,M5,Day,10.2,228.62,45.21,128.7,73.59,149.4,17.38,89.41,4.36,17.34,28.75,0.005,42.1,50.217,0,none
B101021,M4,Day,5.5,232.78,55.52,113.46,71.48,58.9,15.27,52.99,5.45,13.87,26.19,0.0133,47.05,49.28,0,none
B101022,M5,Day,6.1,239.73,59.63,119.95,74.82,161.9,9.68,53.9,7.85,15.52,28.73,0.1067,63.02,50.223,0,none
B101023,M3,Night,7.6,219.37,46.37,122.89,87.05,79.0,6.52,86.96,6.77,19.42,32.06,0.1167,54.15,49.859,1,burn_mark
B101024,M3,Night,6.5,229.28,48.64,104.26,65.85,90.0,13.25,74.65,5.49,27.74,39.11,0.068,55.18,49.851,0,none
B101025,M2,Night,2.9,249.35,47.86,107.91,76.49,127.5,17.89,71.45,6.1,10.07,24.27,0.005,58.11,49.465,0,none
B101026,M5,Evening,6.9,224.54,69.17,137.77,67.41,135.5,15.8,74.08,5.35,23.94,35.28,0.1135,40.06,50.377,1,burn_mark
B101027,M2,Evening,11.0,227.51,74.14,96.71,31.5,112.9,14.97,81.45,7.12,17.22,30.15,0.033,42.91,49.403,0,none
B101028,M4,Evening,2.8,235.13,56.15,126.62,57.68,142.3,13.97,71.2,6.15,20.1,31.1,0.046,55.2,50.271,0,none
B101029,M2,Night,5.5,237.83,52.32,114.44,46.98,100.1,15.24,51.48,7.42,16.93,29.37,0.1539,42.21,49.719,0,none
B101030,M3,Evening,1.5,228.75,49.0,105.59,63.47,110.0,10.02,78.8,3.47,23.02,31.8,0.0256,34.74,49.88,0,none
B101031,M4,Day,10.8,235.77,55.02,149.58,48.13,112.4,17.12,75.07,4.29,17.65,28.3,0.0162,39.17,50.916,0,none
B101032,M3,Evening,6.6,241.08,49.5,105.68,69.09,106.5,17.39,84.06,5.91,12.76,23.24,0.0288,60.54,49.793,0,none
B101033,M5,Evening,3.6,254.61,54.03,103.05,74.72,71.6,12.58,55.01,6.24,18.25,29.82,0.0376,46.26,49.755,1,burn_mark
B101034,M2,Day,7.4,233.74,59.13,117.2,78.05,119.4,15.75,61.25,9.1,21.63,34.87,0.0598,52.26,49.118,0,none
B101035,M3,Day,2.2,234.59,50.95,108.47,84.29,117.1,7.13,74.71,2.79,16.0,26.19,0.0637,39.67,48.633,0,none
B101036,M2,Day,2.9,250.27,53.1,120.1,34.86,147.0,14.72,58.67,5.45,5.63,17.19,0.0377,53.79,50.028,1,burn_mark
B101037,M2,Night,1.2,229.51,53.15,122.33,42.01,87.9,13.47,41.77,5.38,15.43,27.12,0.0325,47.3,49.816,0,none
B101038,M2,Day,2.7,221.76,51.82,123.52,103.92,104.0,19.04,72.37,5.86,16.49,27.26,0.0157,54.46,49.544,0,none
B101039,M1,Night,12.4,237.5,50.59,118.14,75.14,150.1,13.21,80.74,8.1,15.78,31.04,0.0785,45.22,49.71,0,none
B101040,M1,Evening,4.1,245.76,62.62,109.47,63.37,127.3,17.47,68.45,6.81,13.52,27.84,0.0334,55.04,49.806,0,none
B101041,M3,Night,8.9,238.61,37.29,129.65,60.48,133.7,12.44,76.58,3.09,22.62,31.78,0.2089,44.73,50.342,0,none
B101042,M3,Day,3.7,234.03,70.74,118.32,59.15,131.3,4.86,74.84,7.8,4.14,17.46,0.0372,49.2,49.493,1,warpage
B101043,M3,Night,10.0,220.52,56.36,112.57,30.99,131.4,13.1,70.13,7.76,16.47,30.78,0.0191,47.28,49.733,0,none
B101044,M1,Evening,2.9,234.42,61.1,142.2,48.42,165.5,14.79,71.63,5.89,16.54,29.17,0.0178,50.26,51.066,0,none
B101045,M2,Day,7.2,247.33,62.25,118.18,58.32,122.3,14.6,86.19,3.07,26.47,36.42,0.0388,52.79,50.374,0,none
B101046,M1,Day,7.2,222.66,47.92,136.38,49.26,94.7,14.66,58.43,5.27,15.93,27.86,0.0764,45.05,49.653,0,none
B101047,M4,Day,16.3,232.55,45.86,138.4,51.22,136.0,11.97,79.28,6.2,18.23,31.4,0.2136,48.8,51.393,1,burn_mark
B101048,M5,Day,9.5,231.13,44.68,139.32,98.38,105.8,12.71,55.83,6.99,16.63,28.93,0.0669,51.86,49.506,0,none
B101049,M1,Evening,4.6,228.02,52.53,130.37,56.23,117.3,9.49,60.46,2.84,16.47,26.23,0.1043,55.08,50.184,0,none
B101050,M3,Night,9.7,237.48,61.99,119.99,64.17,129.3,6.01,84.35,4.35,24.81,34.71,0.0312,49.24,50.574,0,none
B101051,M1,Evening,15.6,239.43,49.16,119.04,63.64,99.5,13.57,55.48,7.15,10.44,21.08,0.1088,41.13,49.859,0,none
B101052,M2,Evening,0.5,239.33,61.08,116.34,68.84,107.2,11.02,67.1,7.75,12.66,25.95,0.216,50.86,49.727,0,none
B101053,M1,Evening,3.6,225.23,31.32,87.5,52.84,131.9,18.32,98.34,6.15,19.77,31.36,0.1035,56.7,48.881,1,short_shot
B101054,M2,Night,6.1,218.54,51.14,130.78,78.7,106.3,5.27,82.31,7.22,17.28,30.75,0.0218,36.67,50.546,0,none
B101055,M3,Night,5.3,237.62,66.67,123.67,66.65,144.3,15.16,61.15,6.18,14.58,27.6,0.0424,36.79,49.498,1,burn_mark
B101056,M5,Day,5.7,229.94,53.29,132.38,40.69,95.3,22.49,63.21,6.94,15.65,28.78,0.0958,43.38,50.693,0,none
B101057,M1,Night,1.8,253.38,46.71,118.24,58.39,95.3,13.27,67.96,5.72,20.57,34.3,0.1292,48.08,50.587,0,none
B101058,M3,Day,12.6,253.85,48.43,129.97,57.42,167.7,13.99,85.74,6.22,18.43,30.12,0.0404,28.03,50.495,0,none
B101059,M4,Night,1.3,254.91,25.0,99.34,56.73,81.7,15.71,57.98,3.67,12.44,20.11,0.0139,55.74,49.038,1,burn_mark
B101060,M5,Night,6.2,225.6,44.88,102.46,67.64,119.3,16.02,57.25,6.58,17.19,30.05,0.005,48.17,48.864,0,none
B101061,M3,Evening,11.2,240.69,65.57,82.86,69.52,166.3,12.37,78.56,3.62,15.75,24.83,0.0595,26.49,49.369,0,none
B101062,M2,Day,6.9,243.71,49.17,117.98,67.75,119.3,9.97,49.83,6.58,18.35,29.85,0.0404,38.87,49.38,1,burn_mark
B101063,M3,Evening,3.1,242.58,50.35,108.41,65.08,153.7,16.61,59.07,4.84,14.39,24.94,0.005,46.99,49.529,0,none
B101064,M2,Day,1.6,231.46,31.68,106.45,61.28,136.3,6.37,68.98,6.05,9.96,21.23,0.0109,32.27,49.331,0,none
B101065,M5,Night,6.1,247.79,38.69,125.02,27.73,119.8,17.33,69.59,4.07,19.36,28.75,0.0732,59.7,50.932,1,burn_mark
B101066,M2,Day,4.0,235.0,66.9,113.62,71.67,116.7,12.43,53.62,4.74,18.74,31.01,0.0412,51.87,49.142,1,short_shot
B101067,M3,Evening,7.8,236.28,61.17,98.5,67.33,67.0,14.01,74.24,6.05,23.08,35.25,0.0873,56.78,49.134,0,none
B101068,M1,Night,1.4,219.62,42.03,158.17,45.23,112.0,11.9,76.65,6.63,9.42,21.78,0.005,39.71,50.834,1,short_shot
B101069,M2,Day,10.3,241.45,48.69,119.44,64.21,125.8,19.72,62.05,7.14,15.65,30.39,0.0699,54.11,49.507,0,none
B101070,M5,Day,7.5,232.4,54.71,103.75,69.72,125.8,15.0,89.93,3.77,14.85,24.33,0.0747,43.39,50.147,0,none
B101071,M3,Evening,7.8,239.65,43.04,109.95,77.57,181.6,12.71,74.08,3.25,14.02,22.04,0.0499,48.08,49.549,0,none
B101072,M2,Evening,12.8,237.35,34.96,117.4,67.65,127.0,12.6,57.94,4.04,8.29,17.01,0.1504,53.53,49.307,1,burn_mark
B101073,M5,Day,5.2,236.81,53.41,117.37,64.82,135.8,13.41,89.45,3.9,10.67,20.49,0.0241,49.3,49.704,0,none
B101074,M5,Day,4.1,234.54,60.73,139.53,74.2,149.1,23.59,63.72,7.85,17.35,29.56,0.1948,58.08,50.217,1,burn_mark
B101075,M2,Evening,4.8,242.87,60.92,118.81,55.4,133.5,8.73,72.15,7.51,13.5,25.84,0.0701,51.39,49.884,0,none
B101076,M3,Evening,6.2,233.01,63.75,147.83,66.18,117.8,18.33,64.16,4.01,11.87,21.49,0.0167,45.37,50.273,1,short_shot
B101077,M2,Evening,6.6,220.45,39.46,113.51,50.68,118.0,16.27,77.49,8.07,23.15,38.35,0.0551,58.43,49.559,0,none
B101078,M3,Day,3.7,240.69,55.58,126.4,76.65,111.2,20.16,64.22,7.42,27.87,42.58,0.0179,60.54,50.038,0,none
B101079,M2,Evening,0.0,226.91,52.32,135.33,35.85,131.1,16.52,64.95,3.06,15.72,25.43,0.0221,50.88,50.073,0,none
B101080,M1,Day,4.8,221.76,54.13,137.93,72.25,115.7,14.01,68.08,3.95,8.49,18.44,0.0152,63.36,50.071,1,burn_mark
B101081,M5,Day,8.4,224.78,52.88,139.68,60.27,135.6,18.08,63.98,3.01,17.98,26.42,0.0454,47.65,50.624,0,none
B101082,M5,Evening,7.5,237.83,48.4,115.92,74.48,94.8,14.92,82.86,5.37,5.57,17.33,0.0062,48.72,49.839,0,none
B101083,M4,Day,11.8,234.03,25.0,119.92,48.29,123.7,17.02,54.91,5.53,9.25,22.56,0.0346,50.04,49.426,0,none
B101084,M5,Evening,14.8,213.67,66.62,82.81,61.35,158.8,19.71,69.55,5.52,18.07,29.73,0.0903,48.7,48.911,1,burn_mark
B101085,M4,Night,10.0,231.16,58.3,117.06,60.91,114.4,14.37,71.07,2.46,9.08,17.08,0.1653,46.89,49.836,0,none
B101086,M4,Evening,12.5,246.69,40.16,136.37,66.51,166.1,12.3,68.5,3.36,14.52,23.72,0.0965,42.85,50.51,0,none
B101087,M4,Evening,10.1,230.49,59.73,133.45,44.29,124.1,11.42,81.62,5.89,8.58,20.21,0.0209,40.06,50.908,0,none
B101088,M2,Day,13.8,233.35,50.53,118.7,69.54,118.6,15.8,51.95,6.43,16.28,29.26,0.0056,51.11,49.45,0,none
B101089,M2,Day,14.4,245.43,50.81,145.49,32.31,122.9,10.49,76.82,2.47,21.62,29.32,0.1119,61.98,51.359,0,none
B101090,M1,Day,10.8,242.95,47.32,114.24,49.98,112.2,12.6,55.06,3.58,12.94,22.92,0.0298,58.14,49.198,1,burn_mark
B101091,M3,Night,9.8,245.22,60.37,109.26,36.56,70.5,10.13,63.89,7.03,15.9,29.5,0.0098,53.88,49.649,1,burn_mark
B101092,M2,Night,6.2,207.27,47.0,112.98,72.42,142.0,16.03,53.83,3.66,11.92,21.93,0.0072,62.49,49.578,1,burn_mark
B101093,M2,Day,6.8,252.34,44.03,103.16,66.0,174.8,10.99,66.01,5.48,12.27,22.66,0.0104,50.19,49.251,1,burn_mark
B101094,M3,Day,5.6,241.36,66.32,129.34,66.84,132.0,8.85,63.06,3.52,11.84,21.21,0.1739,40.11,50.192,1,burn_mark
B101095,M2,Day,9.5,259.61,53.21,124.33,82.1,133.5,9.56,89.66,6.75,19.93,32.15,0.0973,46.51,51.281,1,burn_mark
B101096,M1,Evening,4.1,227.18,53.53,129.15,55.26,115.4,11.72,72.9,2.47,8.93,17.33,0.0334,49.39,50.503,0,none
B101097,M4,Evening,6.2,217.37,61.92,113.78,69.14,148.9,12.08,75.28,5.04,14.34,24.72,0.1215,44.88,49.665,1,burn_mark
B101098,M5,Evening,0.0,235.07,48.32,119.13,60.99,119.0,15.01,56.71,6.91,18.05,32.2,0.0132,56.1,49.419,1,burn_mark
B101099,M1,Night,13.9,232.25,50.32,87.32,58.71,126.7,13.35,78.88,6.42,20.55,33.15,0.1484,59.36,48.951,1,short_shot
B101100,M1,Day,6.1,241.54,58.06,125.64,79.6,80.9,15.48,89.66,4.8,18.2,27.39,0.0186,32.68,50.356,1,burn_mark
B101101,M2,Evening,8.8,245.75,39.59,121.48,91.23,106.8,15.8,80.44,4.45,15.64,24.76,0.03,48.55,50.22,0,none
B101102,M4,Evening,12.8,234.13,57.21,103.49,53.53,129.2,16.96,54.26,5.15,13.16,25.51,0.072,25.0,49.687,0,none
B101103,M4,Day,8.2,232.59,47.44,118.43,72.51,142.7,6.37,64.43,3.57,20.63,30.01,0.0103,49.08,49.721,0,none
B101104,M1,Night,12.8,240.23,63.55,116.13,64.79,143.4,9.49,71.3,5.35,11.66,22.62,0.007,48.97,49.741,1,burn_mark
B101105,M4,Day,2.0,232.44,60.47,146.46,64.97,80.5,16.22,63.07,5.38,11.74,24.24,0.0274,67.76,50.533,0,none
B101106,M1,Evening,16.6,231.6,59.15,104.08,63.71,83.1,14.85,100.4,4.87,22.76,33.48,0.0069,64.76,50.225,0,none
B101107,M2,Evening,11.3,245.37,38.93,124.97,55.0,134.6,17.91,64.21,7.0,17.8,29.61,0.0523,59.32,50.357,0,none
